name,address,rate,location,cost,Ambience,Parking,Suggested Food
Food Ka Masti,"Shop E 1 / 146, G P Rajarantham Road, BTS Layout, Arekere Near Goverenment Hospital, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,400.0,,,"chicken fried rice,Dal,Chilli Chicken"
The Shawarma Shop,"688, Opposite IWWA Party Hall, 7th Main, BTM, Bangalore",4.1,BTM,250.0,,,"shawarma roll,jumbo plate,Rumali Jumbo Whole Meat Shawarma,chicken"
Momo Junction,"1058, Sobha Arcade, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,100.0,,,"fried chicken momos,steamed chicken momos"
Antilla Aromas,"Opposite IIMB, Krishnaraju Layout, Sundar Ram Shetty Nagar, Bilekahalli Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,300.0,excellent,,"Spicy grilled chicken sandwich,Mutton burger,Khatta meetha ice cream,Cherry bomb milk shake,Coffee,Coffee couplet sundae,Shahi gulab ice cream scoop,Lychee caramel ice cream scoop,Tamarind ice cream,Pineapple Pudding,sandwiches,mocktails"
Faasos,"Shop 161,161A,166, First Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,500.0,,,"paneer tikka wrap,sabudana kichdi,sabudana vada,paneer curry,hare tamatar ki subzi,sabudana kheer,singhada aloo paratha,sweet dish,aloo paratha,raw mango sweet,Sabudana Khichidi Royal Satvik Meal,Tamatar Sabji,Paneer Makhanwala,Dal Makhni,Cheese melt paneer wrap,Chicken Mayo wrap,chicken meatball wrap,chicken sausage wraps"
Punjabi Food Corner,"44/1, Opposite Brigade Millennium, Kothanur Dene Main Road, JP Nagar, Bangalore",3.0,JP Nagar,400.0,bad,,"aloo kulcha,balle balle thali,rice,dal,paneer,alloo sabji,ladoo"
Mealerin,"175-176, Dollars Colony, Phase 4, JP Nagar, Bangalore",4.0,JP Nagar,450.0,,,"Rajma rice,Dal Makhni,Kadhi chawal,Bombay masala sandwich,masala omelette,gravy,pindi chole,Dal tadka,Kadhai paneer,tawa phulka,bhindi,ajwan parantha"
Pathaan Sir,"16th Main, 2nd Stage, BTM, Bangalore",3.9,BTM,250.0,,,"Chicken Manchurian,French fries,mushroom roll,Double Pathan special,Pathaan special,spicy baby corn rolls,special chicken roll,Tandoori chicken with Egg"
Cold Stone Creamery,"3, Third Floor, Vega City Mall, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,400.0,friends-hangout,,"Lave Cake Ice Cream,Litchi Ice Cream,German chocolate cake,Cheesy cake fantasy,dark chocolate ice cream,red velvet base ice-cream,Peanut butter flavored Icecream"
Hari Super Sandwich,"24, Shop 2, Ground Floor, 3rd B Cross Road, 18th Main Road, Roopa Nagar, 2nd stage BTM, Bangalore",3.9,BTM,100.0,,,"Veg Special Sandwich,Hari Special Sandwich,Chocolate Sandwich,Hari Special Pizza"
Amritsari Kulcha Land,"123, 24th Main, Opposite Royal High School, 5th Phase, JP Nagar, Bangalore",4.1,JP Nagar,300.0,bad,,"Amritsari aloo kulcha,Lassi,Pepper paneer,Soya chaap,Ajmeri paneer tikka,Sweet Lassi,Paneer kulcha,Mixed kulcha"
Chokha Chowka,"22, B.H.B.C.S Layout, Opposite Infosys, 2nd Stage, BTM, Bangalore",3.9,BTM,400.0,bad,,"veg thali,chatpata chicken,schezwan chicken,chicken fried rice,chicken noodles,chicken manchurian,chicken biryani,Jeera Rice"
Gorbandh,"725,16th Main, 2nd Stage, BTM, Bangalore",4.1,BTM,400.0,,,"parathas,chutney"
Grills  Rolls,"17/1, SNVR Complex, Opposite Royal School, 24th Main, 18th Cross, JP Nagar, Bangalore",2.5,JP Nagar,400.0,,,
Bathinda Junction,"36, 29th Main Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",3.9,BTM,600.0,friends-hangout,,"dal makhni,kadi chawal,rajma chawal,chicken curry,lassi,Amritsari Kulcha,Onion Paratha,Aloo Paratha,Stuffed Paratha,Maakki ki Roti,Sarso da Saag,butter chicken,lacha paratha"
Stories,"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",4.2,JP Nagar,1.2,excellent,,"Reshmi silky kabab,chicken biryani,American barbecue chicken,sizzlers,Caesars salad,Cajun fries,meaty barbecue pizza,green apple mojito,brownie with ice cream,hara bhara tikka sizzler,farm fresh pizza,baby corn chilli,spicy Chipotle chicken,nachos,Pizzas,tandoori panneer"
New Gongura's,"777, 16th Main Road, 2nd Stage, BTM, Bangalore",3.7,BTM,550.0,bad,,"Hyderabadi Biryani,prawn biriyani,tandoori chicken,gongura pickle,Guntur chicken,chicken biryani,mutton fry"
Sagar Grand,"123, 5th Cross Road, Arakere Gate, Araka Mico Layout, Arekere, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,300.0,excellent,,"veg noodles,baby corn manchurian,North Indian thali,Butter Masala Dosa,paneer chilli gravy,Chinese dishes,masala dosa,spring roll,mushroom pepper dry,spring rolls,panner chilly,idlis,panner chilly,north indian thali,veg fried rice"
Kanti Sweets,"16, 7th Phase, RBI Layout, Puttenahalli, JP Nagar, Bangalore",4.0,JP Nagar,400.0,,,"kaju Barfi,samosas,kachoris,Sohan papdi,cookie sticks,Jalebi,Ghewar"
UBQ By Barbeque Nation,"67, Phase 3, Sarakhi Industrial Layout, JP Nagar, Bangalore",3.4,JP Nagar,450.0,,,"Paneer Lazeez,Dal Makhani,Angoori Jamoon,Paneer Tikka,Dal Tadka"
Agarwal Food Service,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, Bilekahalli, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,400.0,,,"boondi raita,veg thali,veg mix"
Daniyal's,"NS Palya, Stage 2, BTM Layout, Bangalore",3.1,BTM,800.0,,,"Chicken Hyderabad Biryani,Kolkata Chicken Biryani"
Seasons,"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,1.0,,,"Veg Combo Meal,Chicken clear Soup,Mutton Rogan Josh,Parota,Alfaham,grilled chicken,shawarma plate,Muhalabuyah,pahadi kabab,alfaham chicken"
Chef Delicacies,"Shop 1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",3.1,JP Nagar,400.0,,,
Chung Wah,"3, Arakere Gate, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,800.0,family-friendly,No,"Chopsuey,Seafood manchow soup,chinese tea,Chili Chicken with Lemongrass,Chilli Garlic Prawns,Seafood Nasi Goreng,veg hot and sour soup,mushroom pepper salt,veg dragon chopsuey,veg Singapore noodles,Hakka noodles,chilli paneer,Dassan with ice"
Indiana Burgers,"1, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",3.4,BTM,300.0,,,"burger,chicken whopper"
Moksha,"67, Vaishnavi Residency, Next to Yelchanahalli Metro Station, Kanakapura Road, Bangalore",3.6,Kanakapura Road,1.5,good,,"Andhra chicken fry,tandoori chicken,Fish biryani,Biriyani,lunch time andhra thali"
Marwa Restaurant,"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",3.5,Bannerghatta Road,600.0,,,Shawarma
Chaatimes,"11, Opposite Sobha Tulip Apartments, 5th Phase, JP Nagar, Bangalore",3.9,JP Nagar,200.0,,,"Katori chat,misal pao,poha,kachori,masala puri,pani puri,sev puri,dhabeli,mango lassi,Tokri Chat,Basket chat,palak chat"
Shanghai Court,"1035, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",4.2,Bannerghatta Road,700.0,excellent,No,"Basil Fried Rice,Thai Chicken Curry,Szechuan Rice,Noodles,Chicken Koithio,Drums of Heaven,Malaka Noodle,dim sim chilli chicken,mixed fried rice,king pao chicken,pie with ice cream,Momos,Butter garlic noodles,Chilli paneer,Chop suey,chilli paneer gravy,schezwan veg fried rice,dragon rolls,Butter garlic chicken rice,hunan chicken sauce"
Akshaya Donne Biriyani,"1, Nayak Layout Gate, B.K. Circle, 8th Phase, JP Nagar, Bangalore",3.1,JP Nagar,300.0,bad,,Biriyani
Sweet Truth,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,500.0,,,"cheesecake,chocolate lava cake,brownies,chocolate cake slice,red velvet lava,New York cheesecake"
Bhojohori Manna,"42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",3.7,JP Nagar,650.0,,,"fish fry,chingri malai curry,daab chingri,dhonepata chicken,lancha,nolen gurer ice cream,Betki fish,baked rosogulla"
Richie Rich,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.1,JP Nagar,250.0,,,
Hunger Bee,"3rd Floor, 5, 3 Road Cross, DLF Main Road, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,500.0,,,
Yum In My Tum,"766/A, 16th Main Road, BTM 2nd Stage, Bangalore",4.1,BTM,300.0,excellent,,"Momo prepared in Smoked Garlic Sauce,Peri Peri Fries,Schezwan Noodles,Baby Corn Manchurian,hot n sour soup,veg cheese Momos,Dumplin soup,crispy mayo tossed,Momo's with Mayonese sauce,paneer onesta,momo cheese sandwich,Machow Soup,Thupka,Schezwan Chopsuey"
Maggi N Maggi House,"54, 5th Cross, Bilekahalli, Bannerghatta Road, Bangalore",3.4,Bannerghatta Road,300.0,,,"Jain Maggi,cheese masala Maggie,Manchurian Maggie"
Fresh Dinner,"Near Decathlon, Meenakshi Layout, Bannerghatta Road, Bangalore",3.1,Bannerghatta Road,500.0,,,"combo pack of biriyani,Chicken Biryani,Chilli Chicken,Masala Veg Pulav,Kadhai Paneer-Rice Combo,paneer butter masala,Chicken Kalimirch"
BMW Bhookh Mitaane Wala,"Shop 3, Building 58, A Main Road, Marenahalli, 2nd Phase, JP Nagar, Bangalore",3.5,JP Nagar,500.0,,,"paneer chili,thali"
Biryani Miya,"175-176, Bannerghatta Main Road, Dollars Colony, Behind Vodafone Store, Phase 4, JP Nagar, Bangalore",3.7,JP Nagar,600.0,,,biryani
Krispy Kreme,"172/1, 2nd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,300.0,,,chocolate donut
Paani Kum Chai,"42,24th Main Road, 5th Phase, JP Nagar",4.0,JP Nagar,200.0,,,"chai,Chicken rolls"
Chulha Chauki Da Dhaba,"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",4.2,JP Nagar,800.0,friends-hangout,,"Tandoori Kebab,Chicken Anagara,Lassi,Hariyali Kebab,Angara Chicken,Gulab Jamun,Baby Corn Chilli,Dal Tadka,Dal Makhni,Paneer Lababdar,Garlic Butter Naan,Tandoori Chicken,Malai Kofta,Gobi Manchurian,Chicken Tikka,Egg Chilly"
SGS Non Veg - Gundu Pulav,"4, MICO Layout, 2nd Stage, Arekere, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,300.0,,,"kebab,Mutton biryani,Guntur chicken,prawns fry,pulav"
Dreamcatcher,"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,600.0,excellent,,"Egg Masala Omlette Combo,English breakfast,sandwiches,strawberry smoothie,chicken club sandwich,mixed sauce chicken pasta,Spicy Chicken Burger,freakshakes,burger,pizzas,pastas"
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",3.7,BTM,400.0,friends-hangout,,"Chicken Kebabs,Pot biriyani,Chicked Kadai,Chicken biriyani,Chicken Grill,Fish Fry,Egg Chicken Roll,Egg Double Chicken Roll,Chicken Shawarma,Grilled Chicken,Strawberry Milkshake,Mango Milkshake,Chickoo Milkshake,Chicken Kebab,Chicken Tikka Rolls,Butter Chicken,Chicken Kolhapuri with Butter Naan,Double Egg Double Chicken Roll"
Elegant Dining,"9/10/9/1, Hulimavu Begur Road, 80 Ft Road, Near DLF Township, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,700.0,,,"hara bhara kabab,Chicken biryani"
AlienSip,"24, Shop 1, Ground Floor, 3rd Cross, 18th Main Road, 2nd Stage, BTM, Bangalore",3.6,BTM,200.0,excellent,,"Chicken Club Sandwich,Egg Club Sandwich,Bread Omelette"
Waffle Head,"24, 3rd 'B' Cross, 7th Cross, 18th Main, 2nd Stage, BTM, Bangalore",4.0,BTM,300.0,friends-hangout,,"Chocolate Waffle,Dark Fudge,Chocolate Over Load Waffles"
Samruddhi Biryani,"9/10/9/1, Hulimavu Begur Road, 80Ft Road, Near DLF Township, Yelenhalli, Bannerghatta Road, Bangalore",3.0,Bannerghatta Road,700.0,,,"Chicken biryani,Egg chilli,Starters,Butter naan,Chicken curry,Tandoori chicken,Mutton Biriyani,Special chicken Biriyani"
Ande Ka Funda,"Near Brand Factory, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,250.0,,,
Basmati Delights,"Shop 1, 1st Floor, BTM Complex, 9th Main Road, Layout 1st Stage, BTM, Bangalore",4.0,BTM,500.0,okay,,"chicken biryani,mutton biryani,salan,chicken 65,kebabs,Andhra Biryani,paneer biryani,butter chicken biryani,Reddy's Chicken Biryani,Butter Chicken Biryani,Rayalseema Chicken Dry,butter chicken biriyani,chicken dum biriyani,gin powder rice,mushroom chilli garlic,paneer sholay"
Charlee's Chicken,"Doddakamanahalli Main Road, Kalena Agrahara, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,300.0,,,"shawarma,chicken tikka,tandoori chicken"
Samosa Singh,"#12, 12th Cross BDG Residency, Puttenahalli",4.0,JP Nagar,200.0,,,"masala corn,kadai paneer,paneer tikka,veggie spice,chocosa zesty orange,chocosa crunchy peanut,veg samosa platter,murgh makhani,chicken chettinad,chocossa caramel samosa,chettinaadu chicken samosas"
Cravings,"Shop 11& 12, First Floor, 3618/1, Dodda Kammanahalli, Main Road, Besides Campus Student Communities Building, Bangalore",3.7,Bannerghatta Road,400.0,,,Amritsari Chole Kulche
Nagas,"Kitchens@, No. 19, 35/4, 24th Main, JP Nagar 7th Phase, Puttenahalli, Bangalore",3.1,JP Nagar,300.0,,,"Hyderabadi chicken biryani,chicken 65,Hyderabadi chicken full curry,chicken curry,Andhra 65,Nellore Chicken Biryani,prawn roast,tikka hyderabadi briyani,Andhra chicken 65"
Matka,"6185/ 15/1, SOS, Doddakamanahalli, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,500.0,,,"Biryani,chicken dum biryani"
Punjabi Swag,"950, 16th Main Road, 2nd Stage, BTM, Bangalore",3.9,BTM,500.0,excellent,,"chicken nun parathas,lassi,chicken lababdar,Butter Chicken,Masala Papas,Garlic Naan,Cuole Kulche,Paneer Khazana,Sarson ka saag,makke ki roti,dalmakhni,gajar ka halwa,soya chaap,paneer tikka,Chicken Rara,Tandoori Butter Roti,malai chaap,boneless biriyani"
Taco Bell,"Royal Meenakshi Mall, Third Floor, Hulimavu, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,600.0,excellent,,"tacos,quesadilla,rice bowl,Burrito,Taco,Naked chicken Tacos,Potaco,Paneer Tikka,loaded nachos,mexican fries,Cheesy Nachos,French Fries"
Ambur Star Dum Biryani,"1378, East End Circle, Jayanagar, Bangalore",3.4,Jayanagar,100.0,,,"chicken biriyani,kuskha,kabab"
Mother's Rasoi,"14, Shanthiniketan Circle, Arakere, Off Bannerghatta Road, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,250.0,,,"baingan bharta,phulkas"
Dosa Bazaar,"Ramaiah Garden, Beside Shoba Tulit Apartment, JP Nagar, Bangalore",4.0,JP Nagar,200.0,,,"spring roll dosa,tea"
Babu Moshai,"31454, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Tejaswini Nagar, Bengaluru",3.0,Bannerghatta Road,500.0,,,
The Bong Palate,"32, 16th Main Road, 1st Cross, Mahadeshwara Nagar, BTM 2nd Stage, Bangalore",3.8,BTM,300.0,,,
Gowdru Mane Oota,"33rd Main Road, KR Layout, JP Nagar, Bangalore",3.7,JP Nagar,400.0,bad,No,"ragi balls with chicken,kebab,biryani,guntur chicken,nati koli fry,boti fry,mutton starters"
Banashankari Nati Style,"2, Puttenahalli Main Road , Government School, 7th Phase, JP Nagar, Bangalore",3.6,JP Nagar,300.0,,,
Upahara Darshini,"Opposite Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",4.0,Jayanagar,400.0,family-friendly,,"gobi Manchurian,masala dosa,veg noodles,Masala puri,Badam halwa"
Chandrima's Kitchen,"127, 16/1, Venkateswappa Layout, Kembathalli, Near Canara Bank ATM, Gottigere Post, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,400.0,,,"Paneer in white gravy,Chicken kosha,Fish curry,Alu posto,Tomato chutney,Cabbage fry,Chicken Biriyani,Egg thali,Chanar dalna,Dhokar dalna,Moong dal with coconut and peas,Rasogulla,Mutton dak bungalow,Bengali khichudi with labra,Bhaja,Chutni,Chilli chicken,Methi chicken,Aloo postu"
Keventers,"Upper Ground Floor, 424/376/487 SYNO 63, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,400.0,bad,No,"Bubblegum Thick Milkshake,exotic blueberry milkshake,crumbled oreos,exotic strawberry,Banoffee Thickshake,rasmalai shake,Oreo think shake,chocolate raspberry flavor"
Bikaner Jn,"62, 24th Main, 7th Cross, 2nd Phase, Opposite to R V Dental College, JP Nagar, Bangalore",3.9,JP Nagar,300.0,family-friendly,,"mini thalis,pulkas,sabzi,lassi,chaass,Rajasthani paratha,ghar ki thali,dhokla"
Lassi Berg,"Shop 984, Btm 2nd Stage, 16th main, 7th cross, BTM, Bangalore",3.4,BTM,100.0,,,"chicken biriyani,burger,milk shake,chicken roll,sandwich,fresh juices,exotic cakes,lassi"
Kakal-Kai Ruchi,"1/8, Big Baazar, Kothanur Dinne Main Road, 7th Phase, RBI Layout, JP Nagar, Bangalore",3.7,JP Nagar,500.0,,,palak poori
Manchu Cafe,"6, 3rd B Cross, 18th Main, Kuvempu Nagar, BTM, Bangalore",3.8,BTM,300.0,,,"momos,fried rice,dragon chicken,chicken combo,drums of heaven,hot momos,Veg Noodles combo,Peking Paneer,Peking Veg,baby corn,Manchurian"
Calorie Express,"7/43 First floor, 3rd cross, 4th Main, Kaverappa Compound, N S Palaya, 2nd Stage, BTM, Bangalore",3.6,BTM,450.0,,,"millets poha,dal kichdi"
BANGALORE BOX,"934, 1st Block, 4th Stage, DC Halli, BG Road, BTM, Bangalore",4.2,BTM,1.5,friends-hangout,,"LIIT,white sauce pasta,Nachos,Guntur Chicken,chicken Alfredo,kamikaze bomb,dimsum shumai,veg kulfi,fish in banana leaf,Crispy corn,Chicken wings,Chocolate Spring roll,mushroom teriyaki,Chicken Biriyani"
Yummy Momos,"Dream Mart supermarket, Opposite To Paratha Junction Arekere, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,200.0,,,"Pork momo,Pork chowmein,Manchurian Pork,Schezwan chicken,Pork thali,Chicken MoMo,Chicken Manchow soup"
Hotel Khaaja,"30, DC Main Road, Opposite Munichinnappa Garden, Bannerghatta Road, Bangalore",3.1,Bannerghatta Road,250.0,,,"biryani,kabab"
The Gujarat Express,"91/1, Gottigere Main Road, Bannerghatta, Opp United Bank Of India , bef Dmart",3.1,Bannerghatta Road,250.0,excellent,,"Rabdi Bowl,tea,vada pav,samosa,jalebi,fafda,Samosa,Katchori,Dhokla,Fafra,faffda jalebi,Vada pav,red garlic chutney"
Ovenstory Pizza,"Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,750.0,,,"chicken keema pizza,sausage pizza,Spanish Delight,Non Veg Paradise"
Slate Cafe,"5th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",4.1,JP Nagar,600.0,excellent,,"nostalgia drink,square shaped pizza,pasta,sandwiches,burger,burji pav"
Vishal Foods,"2, Akshay Nagar, Near DLF New Town, Begur Main Road, Bannerghatta Road, Bangalore",3.3,Bannerghatta Road,250.0,,,"Sattu kachori,puri,parathas,Litti chokha"
Lassi Darbar,"936, 16th Main BTM Layout 2nd Stage Old Ward 65, Bangalore 76",3.5,BTM,200.0,,,"mango lassi,dry fruit lassi,fruit overload,kulfi falooda,death by chocolate ice cream,delicious shakes"
Chavadi,"4, Arama Suites, Sarvabhouma Nagar, Off Bannerghatta Road, Bannerghatta Road, Bangalore",4.4,Bannerghatta Road,1.2,excellent,Yes,"Nigerian suya,pizza,sizzlers,prawns cracker,long island ice tea,Spiced Guava Martini,Chicken grilled on charcoal,Thai Grilled Fish,Coconut flavor ice-cream,fish finger,Jager bomb,jalapeno martini,wood fire veg loaded pizza,lagan ki boti,Moroccan lamb tagine with saffron rice,matka cappuccino coffee,non veg starters"
Nanna Munna Paratha House,"7th Main, NS Palya, 2nd Stage, BTM, Bangalore",4.0,BTM,300.0,,,"Sattu Parata,Gobi Parata,Kasia chicken,bendhi,fish,palak paneer,kadai chicken,roti,bendhi fry"
Cucumber Town,"45, Kasthuri Nivasa, 2nd Floor, 19th Main, 2nd Stage, BTM, Bangalore",4.2,BTM,600.0,,,"pothu fry,vazattiyathu,kappa udachathu,pothu vazhattyathu,Malabar chicken biryani,beef,chicken,mutton,appam,idiyappam,aripathiri,irachipputtu,seafood,biriyanis"
Sri Sai 99 Variety Dosa,"389, Cave Temple Road, Doddamma Layout, Pai Layout, Hulimavu, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,300.0,,,"masala dosa,shezwan varieties"
Oye Amritsar,"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",3.8,JP Nagar,1.0,good,,"malai paneer tikka,chicken tikka,lassi,butter chicken,naan,mutton seekh kabab,bhatti da murg,onion kulcha,patiala Lassi,paneer starters,dal makkani,biryani,chicken shorba,amritsari fish,paneer butter masala,Hara Bhara Kebab,biryani"
Kolkata Famous Kati Roll,"8, 24th Main, Opposite Royal School, Phase 5, JP Nagar",3.5,JP Nagar,200.0,,,"delicious rolls,Chicken roll,egg roll,fried rice,some of the chicken starters"
Nellore Ruchulu,"1st Floor, 173, Bannerghatta Road, Bilekahalli, Bangalore",3.7,Bannerghatta Road,800.0,,,"hyderabadi chicken dum biryani,gongura mutton biryani,nellore biriyani,Andhra Spicy,Hyderabad Biryani"
Brewsky,"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",4.4,JP Nagar,1.6,excellent,Yes,"grilled fish,mashed potatoes,LIIT,chicken nachos,chicken wings platter,noodles,Baby Potatoes Achari,Paneer platter,Wings platter,Cheese balls,Mushroom Tikka,Chicken chopsy,Fish masala fry,Chicken and Veg biriyani,Windy brownie with ice cream,vegetarian Tandoori Platter,Chow mein,peshawari chicken tikka,Roasted chilli pork,corn salt & pepper,spicy french fries,Crispy corn,Cheesy fries,Hariyali Tandoori chicken,Tawa masala fish,Mediterranean pizza,chilli mushroom,Cheese Garlic Bread,Paneer Papadi,Apple Scramble"
Chefeana,"3474, Maruti Dental College Road, Dodakamanhalli, Opposite Valmark Ananda Apartment, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,400.0,,,"Sattu paratha,Matar paratha,Paneer paratha,Paneer Cheese paratha,Chole Bhature,Chawal combos"
Bangaliana,"8, First Floor, Arekere Gate, Opposite Rose Garden Apartment, Bannerghatta Road, Bangalore",2.9,Bannerghatta Road,600.0,,,
Gud Dhani,"170, 16th Main, 2nd Stage, BTM, Bangalore",4.0,BTM,500.0,family-friendly,,"Dal Bhati,Mushroom Masala,Rasmalai,gulab jamun,rasgulla,dal batti churma,yumm batti,dahi bhindi,aloo dum,gobi manchurian,baigan bharta,ghee roti,onion paratha,jaljeera,kheer"
The Hunger Room,"45/46, Ajantha Avenue, 1st Floor, Puttenahalli Main Road, 7th Phase, JP Nagar, Bangalore",3.9,JP Nagar,400.0,excellent,,
McDonald's,"63, Ground Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,500.0,,,"paneer burger,burgers with extra cheese"
Parisar Veg Restaurant,"Yelanahalli Main Road, Akshaya Nagar, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,400.0,,,
